"MATNO","SESSION","A","B","C","D","E","F","G","H","I","J","EMA481","MEE411","MEE421","MEE431","MEE441","MEE451","MEE461","MEE471","ELA401","CED300","UBT400","FEES","PROBATION","OTHERS"
"ENG1303613",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1306693",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303636",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303677",2016,"ECP281","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303800",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303661",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303622",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1203117",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1407006",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303615",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1203081",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1306695",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303693",2016,"EMA281","CVE311","MEE361","UBT400",,,,,,,1,1,1,0,1,1,1,1,1,1,1,1,0,"0"
"ENG1303810",2016,"PRE211","PRE311","MEE311","EMA381","UBT400",,,,,,1,1,0,1,1,1,1,1,1,0,1,1,0,"0"
"ENG1403745",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403732",2016,"EMA381","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1305488",2016,"ELA201","PRE311","UBT400",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1407017",2016,"EMA381","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303631",2016,"CVE311","PRE311","UBT400",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303650",2016,"PRE311","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303673",2016,"MEE221","MTH110","CVE311","EEE317","MEE311","MEE351","MEE361","PRE311","UBT400",,1,0,0,0,0,0,0,1,1,0,1,1,0,"0"
"ENG1303687",2016,"MEE311","EEE317","EMA381","PRE311","UBT400",,,,,,0,1,1,0,1,1,1,1,1,1,1,1,0,"0"
"ENG1303610",2016,"CVE311","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303623",2016,"EMA381","EEE317","MEE351","PRE311","UBT400",,,,,,1,1,1,1,0,1,1,0,1,1,1,1,0,"0"
"ENG1406994",2016,"EMA281","PRE211","EMA381","PRE311","MEE351","UBT400",,,,,1,0,1,0,1,1,1,1,1,1,1,1,0,"0"
"ENG1303678",2016,"GST112","PRE311","MEE311","UBT400",,,,,,,1,1,1,1,1,1,1,1,1,0,1,1,0,"0"
"ENG1303691",2016,"CVE311","EEE317","PRE311","UBT400",,,,,,,1,1,1,0,1,1,1,1,1,1,1,1,0,"0"
"ENG1306688",2016,"EMA381","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303609",2016,"PRE211","PRE311","UBT400",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303619",2016,"EEE211","PRE311","UBT400",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1307383",2016,"MEE361","EMA381","UBT400",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303617",2016,"EEE317","EMA381","UBT400",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303685",2016,"ECP281","EMA281","EMA381","PRE311","MEE311","MEE321","UBT400",,,,1,1,1,0,0,1,0,0,1,1,1,1,0,"0"
"ENG1206393",2016,"MEE321","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303696",2016,"ECP281","MEE311","EMA381","MEE321","MEE351","MEE361","UBT400",,,,1,1,1,0,0,0,1,0,1,1,1,1,0,"0"
"ENG1303668",2016,"MEE361","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403766",2016,"EEE211","EMA381","MEE351","UBT400",,,,,,,0,0,1,1,0,1,1,1,1,1,1,1,0,"0"
"ENG1303640",2016,"ECP281","MEE321","ELA301","EMA381","MEE351","EEE317","CVE311","UBT400",,,0,1,1,0,0,1,0,1,1,0,1,1,0,"0"
"ENG1306690",2016,"ECP281","MEE351","UBT400",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303697",2016,"EMA381","EEE317","UBT400",,,,,,,,1,1,1,1,0,1,1,1,1,1,1,1,0,"0"
"ENG1303679",2016,"MEE351","PRE311","MEE321","MEE311","MEE361","UBT400",,,,,1,1,1,0,0,1,1,0,1,1,1,1,0,"0"
"ENG1305442",2016,"PRE311","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303612",2016,"CVE311","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303626",2016,"MEE312","MEE361","MEE311","UBT400",,,,,,,1,1,1,1,1,0,1,1,1,1,1,1,0,"0"
"ENG1303635",2016,"EEE211","PRE311","EMA381","MEE361","MEE351","UBT400",,,,,1,1,0,1,0,0,1,1,1,1,1,1,0,"0"
"ENG1306689",2016,"MEE321","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303651",2016,"MEE321","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303611",2016,"MEE321","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303616",2016,"MEE321","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303641",2016,"EEE317","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303688",2016,"EEE317","PRE311","UBT400",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303645",2016,"EEE317","EMA381","MEE351","UBT400",,,,,,,1,1,1,1,1,1,1,1,1,0,1,1,0,"0"
"ENG1203076",2016,"UBT400","MEE311",,,,,,,,,1,1,1,0,1,1,1,1,1,1,1,1,0,"0"
"ENG1203140",2016,"EMA381","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1203106",2016,"MEE351","EMA381","MEE221","PRE311","EEE317","MEE361","UBT400",,,,1,0,0,1,1,1,0,1,1,1,1,1,0,"0"
"ENG1203069",2016,"EMA381","MEE351","UBT400",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1203064",2016,"EEE317","EMA381","MEE361","PRE311","UBT400",,,,,,1,1,1,1,0,1,1,0,1,1,1,1,0,"0"
"ENG1407358",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403806",2016,"MEE361","EMA381","UBT400",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1406988",2016,"EMA381","ECP281","UBT400",,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1306692",2016,"CVE311","EMA381","MEE321","UBT400",,,,,,,1,1,1,1,1,1,1,1,0,0,1,1,0,"0"
"ENG1203099",2016,"MEE311","MEE351","EEE317","EMA381","UBT400",,,,,,0,1,1,1,1,1,1,1,1,0,1,1,0,"0"
"ENG1303646",2016,"MEE321","EMA381","MEE361","MEE351","UBT400",,,,,,1,1,0,0,1,0,0,1,1,0,1,1,0,"0"
"ENG1403754",2017,"UBT400","ELA301","MEE311","EMA381","MEE351","EMA281","EEE317",,,,0,1,1,1,0,1,1,0,0,1,1,1,0,"0"
"ENG1403809",2017,"UBT400","EMA381","EEE317",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1508633",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403744",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403784",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403802",2017,"UBT400","CVE311","MEE311","PRE311",,,,,,,1,1,1,1,1,1,1,0,1,1,1,1,0,"0"
"ENG1403759",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403774",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1407012",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1406995",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403798",2017,"UBT400","PRE311",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403743",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403795",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403771",2017,"UBT400","MEE311",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403758",2017,"UBT400","MEE351",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403761",2017,"UBT400","CVE311","PRE311","MEE361","EEE317",,,,,,1,1,1,1,1,1,1,0,0,1,1,1,0,"0"
"ENG1407001",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403822",2017,"UBT400","EMA281","ECP281","ENS211","MEE311","EEE317","PRE311","MEE361","EMA381","CVE311",0,1,1,0,0,0,0,0,1,0,1,1,0,"0"
"ENG1403760",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403753",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1407356",2017,"UBT400","EEE317","PRE311",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403750",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403799",2017,"UBT400","ECP281","EMA381",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403781",2017,"UBT400","PRE311",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403741",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403733",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403803",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403765",2017,"UBT400","PRE311","CVE311",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1507781",2017,"UBT400","PRE311",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1507779",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303655",2017,"UBT400","PRE211","PRE311",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403783",2017,"UBT400","MEE311",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403738",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1407002",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403769",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303627",2017,"UBT400","MEE351","MEE361","CVE311",,,,,,,1,1,1,1,1,1,1,0,1,1,1,1,0,"0"
"ENG1508358",2017,"UBT400","EEE317",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1503924",2017,"UBT400","EMA381","MEE351","MEE361","PRE311",,,,,,1,1,1,1,1,1,0,1,1,1,1,1,0,"0"
"ENG1403768",2017,"UBT400","CVE311","EEE317","MEE321",,,,,,,1,1,1,1,1,1,0,1,1,1,1,1,0,"0"
"ENG1407004",2017,"UBT400","MEE321",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1407013",2017,"UBT400","EMA381","CVE311","PRE311","EEE317",,,,,,1,1,1,0,1,0,1,0,1,1,1,1,0,"0"
"ENG1507785",2017,"UBT400","CVE311","MEE361","MEE351","EMA381",,,,,,1,1,1,1,1,0,1,0,1,1,1,1,0,"0"
"ENG1403789",2017,"UBT400","PRE311","EMA381",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1406996",2017,"UBT400","MTH112","EEE317","EMA381","MEE311","MEE361",,,,,1,1,1,1,0,0,0,0,1,1,1,1,0,"0"
"ENG1403796",2017,"UBT400","CVE311","MEE311","MEE321","EEE317",,,,,,0,1,1,1,1,1,0,1,1,1,1,1,0,"0"
"ENG1403816",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403749",2017,"UBT400","MEE351","EEE317","PRE311",,,,,,,1,1,1,1,1,0,1,1,1,1,1,1,0,"0"
"ENG1403812",2017,"UBT400","EMA381",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403804",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303667",2017,"MEE211","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403819",2017,"UBT400","MEE351",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1407005",2017,"UBT400","ECP281",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403805",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1407014",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403770",2017,"UBT400","ELA201","EEE317","MEE311",,,,,,,1,1,1,1,1,1,1,0,1,1,1,1,0,"0"
"ENG1403772",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403815",2017,"UBT400","EMA381",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1407010",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403787",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1507784",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403782",2017,"UBT400","ECP281","PRE311",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403777",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403746",2017,"UBT400","PRE311",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403929",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403788",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403808",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403785",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403909",2017,"UBT400","MEE321",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403734",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403800",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1406990",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403756",2017,"UBT400","MEE311","MEE321","EEE317","CVE311","PRE211",,,,,0,0,1,1,0,1,1,1,1,1,1,1,0,"0"
"ENG1403813",2017,"UBT400","ECP281","MEE311",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403779",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403778",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403748",2017,"UBT400","EEE317",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403821",2017,"UBT400","CVE311","EEE317","PRE311","MEE311","MEE351",,,,,1,0,1,0,1,1,0,1,1,1,1,1,0,"0"
"ENG1403565",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1407009",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1508632",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403780",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1305459",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403790",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403807",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1406991",2017,"UBT400","MEE311","CVE311","EEE317",,,,,,,1,1,1,1,1,1,0,1,1,1,1,1,0,"0"
"ENG1403775",2017,"UBT400","EMA281","PRE311","EEE317","MEE361",,,,,,1,1,1,1,0,1,1,1,1,0,1,1,0,"0"
"ENG1403737",2017,"UBT400","EMA281","CVE311","EEE317","PRE311","MEE311",,,,,1,1,0,1,0,1,1,0,1,1,1,1,0,"0"
"ENG1406998",2017,"UBT400","MEE221","EMA381",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403818",2017,"UBT400","ECP281","EMA381",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1407018",2017,"UBT400","MEE321",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403801",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403762",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403793",2017,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1503904",2018,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
